"_RowNumber","ID_SolicitudesConfiabilidad","InformacionEvaluado","NSolicitud","EstadoActual","EstadoSiguiente","EstadoActualEP","EstadoSiguienteEP","MotivoCancelación","ID_Cliente","RazonSocial","TipoCliente","NIT","FechaSolicitud","JobOrderATS","ClienteProyectoInterno","ClienteProyectoExterno","Linea","CentroCostos","LineaNegocio","CentroCostosExterno","CentroUtilidad","NombreCompleto","TipoIdentificacion","Identificacion","FechaExpedicion","Cargo","Correo","Celular","Ciudad","Direccion","Barrio","EstadoCivil","TipoTrabajador","ServicioAplicar","VisitaDomiciliaria","ModalidadVisita","AsignadoVD","ConsultaAntecedentes","AsignadoCA","Referenciacion","ReferenciaAcademica","ReferenciaLaboral","ReferenciaPersonal","AsignadoR","AsignadoRP","EstudiosPoligrafia","TipoPoligrafia","AsignadoEP","CiudadP","Notas","ConsultaDatacredito","ComparativoOEA","CadenaTarifa","TipoCobro","CobroPoligrafia","CobroConfiabilidad","CobroServicios","ContadorFreelance","ArchivoInforme","Error","ObservacionesCoordinador","UsuarioCreación","UsuarioActualizacion","FechaActualizacion","Generado","Facturacion","Asignacion","FechaSolicitudSinHora","FechaEstimadaEntregaConfiabilidadVisitaDomiciliaria","FechaEstimadaEntregaPoligrafia","DiasEnCursoConfiabilidad","DiasEnCursoPoligrafia","FechaEstimadaEntregaConfiabilidadReferencias","FechaEntregaConfiabilidadAntecedentes","FechaEntregaConfiabilidadDatacredito","CobroPoligrafiaEJ","CobroConfiabilidadEJ","PrecioVisitaFreelance","CobroServiciosEJ","PrecioVisitaEJ","PrecioAntecedentesEJ","PrecioReferenciaPersonalEJ","PrecioReferenciaLaboralEJ","PrecioConsultaDatacreditoEJ","PrecioReferenciaAcademicaEJ","PagoFreelanceVD","PagoAdicionalVD","ValorMoraVD","UsuarioCierreCI","FechaCierreCI","UsuarioCierrePR","FechaCierrePR","UsuarioCierreAN","FechaCierreAN","UsuarioCierreEU","FechaCierreEU","UsuarioCierreEX","FechaCierreEX","NombreServicioReferenciacion","PrecioReferenciaLaboralFreelance","PrecioReferenciaAcademicaFreelance","PagoFreelanceReferenciacion","PagoAdicionalReferencias","ValorMoraReferenciacion","NombreServicioReferenciacionPersonal","PrecioReferenciaPersonalFreelance","PagoFreelanceReferenciaPersonal","ValorMoraReferenciasP","PagoAdicionalReferenciasP","CadenaTarifaEJ","Related conServiciosAplicars","Fecha Solicitud sin hora","Related conRegistroFotograficos","Related conAutFirmadas","Related conDocumentosSolicituds","New Virtual Column","New Virtual Column 1","ContarVisita","Related conInformeVisitaDoms","conteoServicios","fechaSolicitudHora","Coteo Data","Related conHistoricoEstSolicituds","Estado Final Solicitud","TieneEstuConfiabilidadInicial","FechaMaxConfiabilidadCierre","TieneEstuPoligrafiaInicial","FechaMaxPoligrafiaCierre","Estado Final Poligrafia","Related conInformeAntecedentes",
"5,913","2cdd1f2f","","36446052743","En proceso","","","","","G4S SUROCCIDENTE","G4S SUROCCIDENTE","Interno","860,013,951","5/28/2026 10:13:33 AM","","","","SECURE","017-GUARDAS DE SEGURIDAD","012-VIGILANCIA","","7","RIVERA ACEVEDO VIVIANA","Cédula de Ciudadanía","1143966837","","ANALISTA GH","","3204642917","VALLE DEL CAUCA-CALI","cali","","","Nuevo","","Y","Virtual","CAMILO ANDRÉS PÉREZ SIGUA","N","","N","","","","","","N","","","","","N","","Visita virtual +","Individual","","71,209.00","71,209.00","","","","","luisa.pinzon@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 10:17:08 AM","No Generado","","_LISTO__LISTO__LISTO__LISTO_","5/28/2026","6/3/2026","","","","","","","","","","","","","","","","","","","","","5/28/2026 10:13:33 AM","","5/28/2026 10:13:33 AM","","5/28/2026 10:13:33 AM","","5/28/2026 10:13:33 AM","","5/28/2026 10:13:33 AM","","","","","","","","","","","","","e9f89e2b","5/28/2026","","","","N","","1","9407e56d","1","5","0","","Abierta","Y","","N","","","",
"6,364","2NNL29DR","","8128072","En proceso","","En proceso","","","prueba externo","prueba externo","Externo","434,554","5/28/2026 8:28:04 AM","","","","","N/A","","","","prueba individual","Cédula de Ciudadanía","1030587266","","prueba individual","jhoan.gaitan@co.g4s.com","3196803333","BOGOTA D.C.-BOGOTA D.C.","calle falsa 123","","","Nuevo","","Y","Virtual","andres.quintero@co.g4s.com","Y","Antecedentes.1","Y","Y","Y","N","andres.quintero@co.g4s.com","andres.quintero@co.g4s.com","Y","Rutina","2-Erwin.castiblanco-Erwin Castiblanco","BOGOTA D.C.-BOGOTA D.C.","prueba individual","Y","Y","Antec + Referencia Académica + laboral + Visita virtual + datacredito + poligrafia +","Individual","","0.00","0.00","","","","","jhoan.gaitan@co.g4s.com","","5/28/2026 8:28:36 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 8:28:04 AM","","5/28/2026 8:28:04 AM","","5/28/2026 8:28:04 AM","","5/28/2026 8:28:04 AM","","5/28/2026 8:28:04 AM","","","","","","","","","","","","","42382fdd , c11babe3 , c6bda0af , d62d1e16 , f30848c8","5/28/2026","","","","N","","1","90845024","5","5","0","","Abierta","Y","","Y","","","",
"7,356","3741cabd","","6066737","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 9:55:03 AM","","","","","","","","","Johan Felipe Martinez Ocampo","Cédula de Ciudadanía","1007415314","","AYUDANTE","feipito2464@gmail.com","3208856751","CUNDINAMARCA-SOPÓ","SOPO","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:Gynna Aya","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 9:55:33 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 9:55:03 AM","","5/28/2026 9:55:03 AM","","5/28/2026 9:55:03 AM","","5/28/2026 9:55:03 AM","","5/28/2026 9:55:03 AM","","","","","","","","","","","","","3b5b234e , 87cda734 , d4069c3a , eb4dabdf","5/28/2026","","","","N","","1","14d03592","4","5","0","","Abierta","Y","","N","","","",
"7,575","38f4c9a2","","3253798","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 9:56:03 AM","","","","","","","","","Dominic  Santiago  Vargas  Lopez","Cédula de Ciudadanía","1025528721","","AYUDANTE","Dm2santiago2006@gmail.com","3212387094","BOGOTA D.C.-BOGOTA D.C.","BOGOTA","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por: Yirnory Viuche Carvajal","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 9:56:32 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 9:56:03 AM","","5/28/2026 9:56:03 AM","","5/28/2026 9:56:03 AM","","5/28/2026 9:56:03 AM","","5/28/2026 9:56:03 AM","","","","","","","","","","","","","71753ac1 , 82d25c2e , a27b14f5 , bcb298af","5/28/2026","","","","N","","1","914c2a88","4","5","0","","Abierta","Y","","N","","","",
"8,066","3c4ecc26","","8914349","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 9:57:02 AM","","","","","","","","2","Brandon Josué Leon Céspedes","Cédula de Ciudadanía","1127359943","","AYUDANTE CALIDAD","josueleoncespedes@gmail.com","3046234514","CUNDINAMARCA-FACATATIVÁ","FACA","","","Nuevo","","Y","Virtual","LAURA ISABEL RAMÍREZ VELÁSQUEZ","Y","Antecedentes.1","Y","Y","Y","N","LAURA ISABEL RAMÍREZ VELÁSQUEZ","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:Gynna Aya","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Individual","","162,602.00","162,602.00","","","","","nykole.bolaos@co.g4s.com","nykole.bolaos@co.g4s.com","5/28/2026 11:49:39 AM","No Generado","","Masivo","5/28/2026","6/3/2026","","0","","6/3/2026","5/29/2026","","","0.00","","0.00","","","","","","","0.00","","","","5/28/2026 9:57:02 AM","","5/28/2026 9:57:02 AM","","5/28/2026 9:57:02 AM","","5/28/2026 9:57:02 AM","","5/28/2026 9:57:02 AM","","","","","","","","","","","","","32ea4796 , 3d55e445 , 5a919c3a , ff99ecc8","5/28/2026","","","","N","","1","a80dab55","4","5","0","","Abierta","Y","","N","","","",
"12,176","5ad5d8af","","36438282668","","","En proceso","","","G4S CENTRO ORIENTE SABANA","G4S CENTRO ORIENTE SABANA","Interno","860,013,951","5/28/2026 7:51:28 AM","","G4S SECURE SOLUTIONS COLOMBIA SA","","SECURE","053-SEGURIDAD","012-VIGILANCIA","","39","JAIDER ENRIQUE MORALES","Cédula de Ciudadanía","1002580906","11/23/2020","VIGILANTE","jaidermorales1820@gmail.com","3239729041","CUNDINAMARCA-MOSQUERA","PORVENIR CENTRO","CARRERA 2 A ESTE NÚMERO 17A-23","","Nuevo","","N","","","N","","N","","","","","","Y","Preempleo","4cbb3868","BOGOTA D.C.-BOGOTA D.C.","ALMAVIVA FUNZA","N","N","poligrafia +","Individual","168,640.00","0.00","168,640.00","","","","","yojana.moreno@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 7:58:39 AM","No Generado","","_LISTO__LISTO__LISTO__LISTO_","5/28/2026","","6/2/2026","","","","","","","","","","","","","","","","","","","","5/28/2026 7:51:28 AM","","5/28/2026 7:51:28 AM","","5/28/2026 7:51:28 AM","","5/28/2026 7:51:28 AM","","5/28/2026 7:51:28 AM","","","","","","","","","","","","","e88842ed","5/28/2026","","","c25fd168","N","","0","","1","5","0","","Abierta","N","","Y","","","",
"35,952","U7YTNPZ3","","8581800","En proceso","","","","","C.I. FLORA FOOD COLOMBIA S.A.S","C.I. FLORA FOOD COLOMBIA S.A.S","Externo","901,181,764","5/28/2026 11:28:05 AM","","","","","N/A","","","","Maria Fernanda Garcia Franco","Cédula de Ciudadanía","31305650","","HRBP Factory","nanda3333@hotmail.com","3176488696","VALLE DEL CAUCA-CALI","Carrera 24 C # 4 Oeste 68","","","Nuevo","","Y","Virtual","KEREN ISABEL AGUAS POLO","Y","Antecedentes.1","Y","Y","Y","N","KEREN ISABEL AGUAS POLO","KEREN ISABEL AGUAS POLO","N","","","","","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","204,283.00","204,283.00","","","","","t3.florafg.juliana.bolivar@co.g4s.com","","5/28/2026 11:28:36 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 11:28:05 AM","","5/28/2026 11:28:05 AM","","5/28/2026 11:28:05 AM","","5/28/2026 11:28:05 AM","","5/28/2026 11:28:05 AM","","","","","","","","","","","","","2384cf81 , 3eff76be , 4ff16b49 , 56452db7","5/28/2026","","","YTG4UIMU","N","","1","ede980bc","4","5","0","","Abierta","Y","","N","","","",
"12,195","5AZH82BT","","6062346","En proceso","","","","","RED BULL","RED BULL","Externo","900,309,701","5/28/2026 10:10:02 AM","","","","","N/A","","","","Sofia Medina Rojas","Cédula de Ciudadanía","1058548768","","Student Marketeer","sofiamedinar31@gmail.com","3104318837","VALLE DEL CAUCA-CALI","N/A","","","Nuevo","","N","","","Y","Antecedentes.1","Y","Y","Y","Y","KEREN ISABEL AGUAS POLO","KEREN ISABEL AGUAS POLO","N","","","","","N","N","Antec + Referencia Académica + laboral + Personal +","Paquete","0.00","231,156.00","231,156.00","","","","","t3.redbull.valeria.gonzalez@co.g4s.com","","5/28/2026 10:10:26 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:10:02 AM","","5/28/2026 10:10:02 AM","","5/28/2026 10:10:02 AM","","5/28/2026 10:10:02 AM","","5/28/2026 10:10:02 AM","","","","","","","","","","","","","49194df1 , 779c82a8 , 80d2ce30 , 9ecd77d8","5/28/2026","","","","N","","1","43d55e43","4","5","0","","Abierta","Y","","N","","","",
"12,815","5f6b1cb4","","8594431","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 9:58:05 AM","","","","","","","","","Juan  Carlos Meléndez  Diaz","Cédula de Ciudadanía","1081787075","","AYUDANTE","juancarlosmelendezdiaz436@gmail.com","3004796518","BOGOTA D.C.-BOGOTA D.C.","BOGOTA","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por: Yirnory Viuche Carvajal","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 9:58:27 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 9:58:05 AM","","5/28/2026 9:58:05 AM","","5/28/2026 9:58:05 AM","","5/28/2026 9:58:05 AM","","5/28/2026 9:58:05 AM","","","","","","","","","","","","","338dca7b , 7fc1f1b1 , 83e02a19 , c59bf1ed","5/28/2026","","","","N","","1","7385ec2a","4","5","0","","Abierta","Y","","N","","","",
"12,939","5X9UP6SC","","6374341","En proceso","","","","","prueba externo","prueba externo","Externo","434,554","5/28/2026 8:23:05 AM","","","","","","","","","Jorge Enrique Silva","Cédula de Ciudadanía","80123456","","Analista","jorge.silva@test.com","3005554433","BOGOTA D.C.-BOGOTA D.C.","Av El Dorado # 68-50","","","Actual","","N","","","Y","Antecedentes.1","Y","Y","Y","Y","andres.quintero@co.g4s.com","andres.quintero@co.g4s.com","N","","","","Prueba 4","Y","Y","Antec + Referencia Académica + laboral + Personal + datacredito +","Individual","","0.00","0.00","","","","","jhoan.gaitan@co.g4s.com","","5/28/2026 8:23:25 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 8:23:05 AM","","5/28/2026 8:23:05 AM","","5/28/2026 8:23:05 AM","","5/28/2026 8:23:05 AM","","5/28/2026 8:23:05 AM","","","","","","","","","","","","","22620263 , 66a649a5 , b0580fd6 , f82b8e2e","5/28/2026","","","","N","","1","8597e2b1","4","5","0","","Abierta","Y","","N","","","",
"13,711","65LT2WSG","","2601586","En proceso","","","","","DON MAIZ","DON MAIZ","Externo","830,051,928","5/28/2026 9:24:01 AM","","","","","N/A","","","","JONIER SNEIDER RODRÍGUEZ CLAROS","Cédula de Ciudadanía","1024464540","","OPERARIO DE RESIDUOS","","3232042306","BOGOTA D.C.-BOGOTA D.C.","-","","","Nuevo","","N","","","Y","Antecedentes.1","N","N","N","N","","","N","","","","","N","N","Antec +","Individual","","6,500.00","6,500.00","","","","","t3.donmaiz.lizeth.castaneda@co.g4s.com","","5/28/2026 9:24:10 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 9:24:01 AM","","5/28/2026 9:24:01 AM","","5/28/2026 9:24:01 AM","","5/28/2026 9:24:01 AM","","5/28/2026 9:24:01 AM","","","","","","","","","","","","","de6521c5","5/28/2026","","","U50JUTOH","N","","0","","1","5","0","","Abierta","Y","","N","","","",
"14,692","6d66446a","","6076485","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 9:59:02 AM","","","","","","","","","Daniel  Felipe  Solaque  Perilla","Cédula de Ciudadanía","1072190389","","AYUDANTE","solaqueperilladanielfelipe@gmail.com","3104465634","BOGOTA D.C.-BOGOTA D.C.","BOGOTA","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por: Yirnory Viuche Carvajal","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 9:59:32 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 9:59:02 AM","","5/28/2026 9:59:02 AM","","5/28/2026 9:59:02 AM","","5/28/2026 9:59:02 AM","","5/28/2026 9:59:02 AM","","","","","","","","","","","","","69cf4d2f , 8ad46f12 , d6a03e6a , d9cbb3ae","5/28/2026","","","","N","","1","47b26535","4","5","0","","Abierta","Y","","N","","","",
"15,410","727487d6","","9625351","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 10:00:04 AM","","","","","","","","","Arnol Giovani Ortiz Rodríguez","Cédula de Ciudadanía","1077089281","","AYUDANTE","geortiz56@gmail.com","3195581501","CUNDINAMARCA-SOPÓ","SOPO","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:Gynna Aya","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 10:00:31 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:00:04 AM","","5/28/2026 10:00:04 AM","","5/28/2026 10:00:04 AM","","5/28/2026 10:00:04 AM","","5/28/2026 10:00:04 AM","","","","","","","","","","","","","0a957be6 , 5d39a2cc , c7ebebab , d9952a91","5/28/2026","","","","N","","1","d535b79f","4","5","0","","Abierta","Y","","N","","","",
"15,921","7676186e","","36470200690","En proceso","","","","","G4S SUROCCIDENTE","G4S SUROCCIDENTE","Interno","860,013,951","5/28/2026 10:18:10 AM","","","","SECURE","017-GUARDAS DE SEGURIDAD","012-VIGILANCIA","","7","ANYELA PATRICIA BARONA AMBUILA","Cédula de Ciudadanía","1144178434","","AUXILIAR  CAPACITACION","","3113215513","VALLE DEL CAUCA-CALI","CALI","","","Nuevo","","N","","","Y","Antecedentes.1","N","","","","","","N","","","","","N","","Antec +","Individual","","25,000.00","25,000.00","","","","","luisa.pinzon@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 10:27:39 AM","No Generado","","_LISTO__LISTO__LISTO__LISTO_","5/28/2026","","","","","","5/29/2026","","","","","","","","","","","","","","","","5/28/2026 10:18:10 AM","","5/28/2026 10:18:10 AM","","5/28/2026 10:18:10 AM","","5/28/2026 10:18:10 AM","","5/28/2026 10:18:10 AM","","","","","","","","","","","","","0efe7fe4","5/28/2026","","","2bc248d5","N","","0","","1","5","0","","Abierta","Y","","N","","","",
"16,093","77e58c5f","","7301519","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 10:42:02 AM","","","","","","","","","Keiner  Jesus Narvaez  Torres","Cédula de Ciudadanía","1010143258","","AYUDANTE","Keinernarvaez49@gmail.com","3245481653","ATLANTICO-GALAPA","GALAPA","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:
Yirnory Viuche Carvajal","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 10:42:31 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:42:02 AM","","5/28/2026 10:42:02 AM","","5/28/2026 10:42:02 AM","","5/28/2026 10:42:02 AM","","5/28/2026 10:42:02 AM","","","","","","","","","","","","","0fa07b76 , 5ed37da4 , a3c15160 , abfd1ec6","5/28/2026","","","","N","","1","0ba4cc8d","4","5","0","","Abierta","Y","","N","","","",
"17,299","80aa10db","","2568673","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 10:01:02 AM","","","","","","","","","Yeison  Andres Muñoz  Zamudio","Cédula de Ciudadanía","1069154432","","AYUDANTE","Myeison99@gmail.com","3193374438","BOGOTA D.C.-BOGOTA D.C.","BOGOTA","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por: Yirnory Viuche Carvajal","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 10:01:35 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:01:02 AM","","5/28/2026 10:01:02 AM","","5/28/2026 10:01:02 AM","","5/28/2026 10:01:02 AM","","5/28/2026 10:01:02 AM","","","","","","","","","","","","","5dc1bd04 , 876aab63 , 9a22acea , e09af848","5/28/2026","","","","N","","1","66e234e4","4","5","0","","Abierta","Y","","N","","","",
"18,188","87d6d593","","36421902691","En proceso","","","","","G4S CENTRO ORIENTE BOGOTA","G4S CENTRO ORIENTE BOGOTA","Interno","860,013,951","5/28/2026 11:07:38 AM","","","","SECURE","053-SEGURIDAD","012-VIGILANCIA","","2","Pedro Julio Rodriguez Montoya","Cédula de Ciudadanía","1022943827","8/8/2006","SUPERVISOR","juliorodriguez548@hotmail.com","3112146566","BOGOTA D.C.-BOGOTA D.C.","CIUDAD BOLIVAR","","","Nuevo","","N","","","Y","Antecedentes.1","N","","","","","","N","","","","","N","N","Antec +","Individual","","25,000.00","25,000.00","","","","","t3.expro.laura.dorado@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 11:12:59 AM","No Generado","","_LISTO__LISTO__LISTO__LISTO_","5/28/2026","","","","","","5/29/2026","","","","","","","","","","","","","","","","5/28/2026 11:07:38 AM","","5/28/2026 11:07:38 AM","","5/28/2026 11:07:38 AM","","5/28/2026 11:07:38 AM","","5/28/2026 11:07:38 AM","","","","","","","","","","","","","2850ac7d , b145d961 , fd0334c5","5/28/2026","","","237e2d67 , 6095cf6a","N","","0","","3","5","0","","Abierta","Y","","N","","","",
"18,402","89591554","","7660823","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 10:02:01 AM","","","","","","","","","Jovani Conda Lis","Cédula de Ciudadanía","1059846524","","AYUDANTE CALIDAD","jovaniconda@gmail.com","3508381819","CUNDINAMARCA-FACATATIVÁ","FACA","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:Gynna Aya","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 10:02:19 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:02:01 AM","","5/28/2026 10:02:01 AM","","5/28/2026 10:02:01 AM","","5/28/2026 10:02:01 AM","","5/28/2026 10:02:01 AM","","","","","","","","","","","","","200fcded , 8c73cfbd , d749557d , d99033fc","5/28/2026","","","","N","","1","a5f464b1","4","5","0","","Abierta","Y","","N","","","",
"12,563","5d8c9d5a","","9036515","En proceso","","","","","ADECCO COLOMBIA S A","ADECCO COLOMBIA S A","Externo","860,050,906","5/28/2026 10:41:01 AM","","","","","","","","","Mauricio Rene Paz Fang","Cédula de Ciudadanía","1047037473","","AYUDANTE","mauricio3131@gmail.com","3023013212","ATLANTICO-GALAPA","GALAPA","","","Nuevo","","Y","Virtual","MARÍA FERNANDA PÉREZ GUATIBONZA","Y","Antecedentes.1","Y","Y","Y","N","MARÍA FERNANDA PÉREZ GUATIBONZA","MARÍA FERNANDA PÉREZ GUATIBONZA","N","","","","Solicitado por:
Yirnory Viuche Carvajal","N","N","Antec + Referencia Académica + laboral + Visita virtual +","Paquete","0.00","128,239.00","128,239.00","","","","","nykole.bolaos@co.g4s.com","poligrafias.confiabilidad@co.g4s.com","5/28/2026 10:41:20 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 10:41:01 AM","","5/28/2026 10:41:01 AM","","5/28/2026 10:41:01 AM","","5/28/2026 10:41:01 AM","","5/28/2026 10:41:01 AM","","","","","","","","","","","","","a07a57a0 , ab2da3de , ad9004fb , f2f099f6","5/28/2026","","","","N","","1","e2ae8e7c","4","5","0","","Abierta","Y","","N","","","",
"36,232","XA1XV9VV","","9619349","En proceso","","","","","prueba externo","prueba externo","Externo","434,554","5/28/2026 8:25:02 AM","","","","","","","","","Juliana Herrera","Cédula de Ciudadanía","1098765432","","Operador Medios","juliana.herrera@test.com","3009998877","BOGOTA D.C.-BOGOTA D.C.","Calle 22 # 5-50","","","Nuevo","","Y","Virtual","andres.quintero@co.g4s.com","Y","Antecedentes.1","Y","Y","Y","N","andres.quintero@co.g4s.com","andres.quintero@co.g4s.com","N","","","","Prueba 15","Y","N","Antec + Referencia Académica + laboral + Visita virtual + datacredito +","Individual","","0.00","0.00","","","","","jhoan.gaitan@co.g4s.com","","5/28/2026 8:25:22 AM","No Generado","","Masivo","5/28/2026","5/28/2026","5/28/2026","","","5/28/2026","5/28/2026","5/28/2026","","","","","","","","","","","","","","","5/28/2026 8:25:02 AM","","5/28/2026 8:25:02 AM","","5/28/2026 8:25:02 AM","","5/28/2026 8:25:02 AM","","5/28/2026 8:25:02 AM","","","","","","","","","","","","","24a85300 , 31d783d4 , 355df39d , d4099099","5/28/2026","","","","N","","1","602fa464","4","5","0","","Abierta","Y","","N","","","",
